;GridID;Longitude.grid;Latitude.grid;Distrito
451;1407;2,21;41,41; Sant Marti
949;1408;2,21;41,4125;Sant Marti
453;1409;2,21;41,415; Sant Marti
4973;1410;2,21;41,4175; Sant Marti
455;1411;2,21;41,42; Sant Andreu
2292;1412;2,21;41,4225; Sant Marti
4092;1413;2,21;41,4325;Sant Adria del Besos
1382;1414;2,21;41,435;Ciutat Vella
1800;1415;2,21;41,4375;Ciutat Vella
1801;1416;2,2125;41,4; Sant Marti
1383;1417;2,2125;41,4025; Sant Marti
2747;1418;2,2125;41,405; Sant Marti
950;1419;2,2125;41,4075; Sant Marti
1384;1420;2,2125;41,41; Sant Marti
456;1421;2,2125;41,4125; Sant Marti
2297;1422;2,2125;41,415; Sant Marti
458;1423;2,2125;41,4175; Sant Andreu
2298;1424;2,2125;41,42; Sant Marti
954;1425;2,215;41,4025;Sant Marti
1387;1426;2,215;41,405; Sant Marti
459;1427;2,215;41,4075; Sant Marti
460;1428;2,215;41,41; Sant Marti
461;1429;2,215;41,4125; Sant Marti
955;1430;2,215;41,415;Sant Marti
2750;1431;2,215;41,4175; Sant Marti
462;1432;2,215;41,42;Sant Adria del Besos
957;1433;2,2175;41,4025; Sant Marti
463;1434;2,2175;41,405; Sant Marti
2752;1435;2,2175;41,4075; Sant Marti
465;1436;2,2175;41,41; Sant Marti
1806;1437;2,2175;41,4125; Sant Marti
1807;1438;2,2175;41,415;Ciutat Vella
2305;1439;2,2175;41,4175;Sant Adria del Besos
2306;1440;2,22;41,4075; Sant Marti
961;1441;2,22;41,41; Sant Marti
466;1442;2,22;41,4125; Sant Andreu
3663;1443;2,22;41,415; Sant Marti
467;1444;2,2225;41,41;Sant Marti
468;1445;2,2225;41,4125;Sant Marti
